Date,Event,Link,Sort Number,Entry ID
7/12/2022,"Η Εφημερίδα των Συντακτών αποκαλύπτει εικονικά τιμολόγια μεταξύ της Krikel και της Ιονίας Τεχνικής ύψους 5.3 εκ ευρώ μεταξύ 2018-2021. Τα τιμολόγια αφορούσαν τεχνολογικό εξοπλισμό, ο οποίος είχε ήδη αγοραστεί από την Krikel, με χρήματα που φέρεται να προέρχονται από τις απόρρητες δαπάνες με το Υπουργείο Προστασίας του Πολίτη, και χρησιμοποιήθηκε από την ΕΥΠ.",https://www.efsyn.gr/politiki/kybernisi/369982_ta-timologia-tis-ionias-tehnikis-poy-kaine-tin-krikel,44902,0d8af3ff
8/12/2022,"In an interview with Euractiv, the head of Reporters Without Borders for the European Union and the Balkans, Pavol Szalai, states: ""The wiretapping scandal is a 'stain' on Greek democracy that grows larger every week. And it will continue to grow until the Greek government and the judiciary assume their responsibilities. All of Europe sees the stain, only the Greek authorities refuse to see it.""",https://www.euractiv.gr/section/ekloges/news/rsf-o-lekes-stin-elliniki-dimokratia-megalonei-synechos/,44903,cf186a4a
8/12/2022,"A New York Times article reveals that the Greek government granted licenses to Intellexa to sell Predator to Madagascar. According to the article, the spokesperson for the Ministry of Foreign Affairs, Alexandros Papaioannou, stated that a department of the Ministry, specifically the General Secretariat for International Economic Relations and Extroversion under Giannis Smyrlis, granted two licenses to Intellexa on 15 November 2021 to export Predator from Greece. The journalist who wrote the article, Matina Stevis-Gridneff, would describe on Twitter that a key problem during the reporting was that at least 7 people who knew they had been hacked refused to check their phones for evidence; one person, aligned with New Democracy (ND), told her that he knows he was hacked but worries that if he speaks out, it will benefit the opposition.",https://linkmix.co/13434906,44903,196509d9
8/12/2022,"A New York Times article reveals a 9-page price list from Intellexa, allegedly submitted as a proposal to a Ukrainian security service in 2021. According to the proposal, the basic package for Predator is priced at 13.6 million euros.",https://int.nyt.com/data/documenttools/intellexa-commercial-proposal/309b14108229142a/full.pdf,44903,274f0275
8/12/2022,"The two-day parliamentary debate on the EYP bill begins in Parliament, with speeches by political leaders.",https://linkmix.co/13434215,44903,46f9d099
9/12/2022,"The bill ""Procedure for lifting the confidentiality of communications, cybersecurity and protection of citizens' personal data"" is voted on, after a two-day debate in which approximately 1/3 of MPs and all political leaders participated. The bill is approved only by the 156 MPs of New Democracy (ND), including those who had expressed doubts, such as Olga Kefalogianni and Konstantinos Tzavaras.",https://linkmix.co/13434174,44904,08cd2e2d
9/12/2022,"The replacement of Alexandros Papaioannou as spokesperson for the Ministry of Foreign Affairs is announced. The replacement had been known for months, although it was announced one day after the NYT report on the export licenses granted to Intellexa.",https://www.efsyn.gr/politiki/kybernisi/370374_ypoklopes-antikatestisan-ton-ekprosopo-toy-ypex-meta-tin-omologia-bomba,44904,0bcf933d
11/12/2022,"Documento reveals that Labour Minister Kostis Hatzidakis was under surveillance by the Greek Intelligence Service (EYP) at least between 27 November 2020 and 17 November 2021. Kostis Hatzidakis was referred to in the EYP surveillance report as ""target 5046c"". The newspaper also reveals conversations between Kostis Hatzidakis and a television station owner, and with Thanasis Koukakis, Manolis Grafakos, Takis Hatzi and Kostis Mousouroulis. In a statement to the newspaper, Kostis Hatzidakis indirectly confirms the surveillance, stating that ""I still do not believe in any case that the Prime Minister was monitoring me.""",https://www.documentonews.gr/article/idoy-oi-apodeixeis-poy-zitate-k-mitsotaki/,44906,25b3a53d
12/12/2022,Thanasis Telloglou is summoned to the plenary of the Authority for Communication Security and Privacy (ADAE) to discuss the issue of phone surveillance.,https://insidestory.gr/article/kindynos-gia-tin-ethniki-asfaleia-reportaz-tellogloy-gia-tis-pyrkagies,44907,9b991e4e
13/12/2022,"The prosecutors investigating the wiretapping case send a request to the Greek Intelligence Service (EYP) to confirm or deny the surveillance of the individuals described in the lists revealed in the preceding period. Meanwhile, more than six months after the first reports and the audits by the National Transparency Authority (EAD), the police conduct searches at homes of individuals and premises of companies related to the case, including Intellexa and Krikel. The searches find empty buildings, while in one case the premises were under renovation.",https://linkmix.co/13440922,44908,78b13241
14/12/2022,"Journalist and publisher of Documento, Kostas Vaxevanis, visits the Athens Court of First Instance and prosecutor Angeliki Triantafyllou. The prosecutor assures him of the independence of the investigation and says she cannot make a request to the mobile phone provider because she does not know which phones were under surveillance. After a question from Kostas Vaxevanis, who says that the phones are in the newspaper's possession and are in fact known, the prosecutor replies that she has not seen the relevant publications, which contained evidence of the surveillance and about which there were dozens of other reports and political statements.",https://www.documentonews.gr/article/sok-h-eisaggeleas-den-psaxnei-sygkekrimena-stoixeia-ypoklopon-giati-den-gnorize-osa-dimosieytikan-gia-xatzidaki/,44909,e67c2271
16/12/2022,"Euractiv report reveals that an investigation by the Authority for Communication Security and Privacy (ADAE) at Cosmote confirmed that G. Kyrtsos and T. Telloglou were surveillance targets of the Greek Intelligence Service (EYP). It also reveals that during ADAE's inspection process, Cosmote attempted to block the investigation, with the oral consent of Supreme Court Prosecutor I. Dogiakos, but failed to do so.",https://www.euractiv.com/section/politics/news/exclusive-another-mep-and-journalist-the-latest-victims-of-greek-watergate/,44911,9c0c5451
16/12/2022,"Cosmote clarifies that it did not obstruct ADAE's inspection, but expressed concerns about the procedure under the framework of the new law.",https://www.kathimerini.gr/society/562189285/cosmote-gia-parakoloythiseis-den-parempodistike-to-ergo-tis-adae-o-elegchos-prochorise/,44911,27dfb600
16/12/2022,"I. Dogiakos confirms that he spoke with Cosmote's legal counsel during the ADAE inspection process and, although he initially expressed the opinion that the inspection could proceed, he subsequently ""conveyed his view that the prevailing interpretation is that an investigation cannot be conducted because it is not lawful."" However, I. Dogiakos categorically states that his opinion was not binding and that he argued with the head of ADAE's team, who was persistently requesting his written opinion.",https://www.efsyn.gr/politiki/371325_xekatharo-minyma-tis-adae-kai-sto-bathos-eleghos-gia-tis-parakoloythiseis,44911,38871fa2
16/12/2022,"G. Kyrtsos states: ""I demand two resignations. First, that of Prime Minister Mr. Mitsotakis (...) I also believe that Mr. Dogiakos, Supreme Court prosecutor, should go do another job (...) I must tell him [K. Mitsotakis] that he has junta-like behaviour""",https://www.documentonews.gr/article/kyrtsos-sto-documentonews-gr-gia-tin-epivevaiosi-tis-parakoloythisis-toy-xoyntiki-i-symperifora-mitsotaki/,44911,1d370608
17/12/2022,"I. Dogiakos states, during his address at the General Assembly of the Union of Prosecutors of Greece: ""It is unacceptable that a section of the Press, exploiting an essentially completely ineffective press law, turns against and undermines anyone who, in the exercise of their duties, does not act according to its wishes, its instructions or even its commands. Some are not worthy of bearing the once highly honourable title and status of newspaper or magazine publisher. They keep as a closely guarded secret for themselves alone the financial background on the basis of which they became publishers. Perhaps, however, an extensive tax audit of these few would reveal much that is interesting about their professional activities.""",https://linkmix.co/13436351,44912,a3b27159
17/12/2022,"G. Gerapetritis states in the plenary session of Parliament: ""Since you mention ADAE, yes, let it do its work. (...) independent Authorities are not a state within a state (...) Parliament legislates, the government implements, the independent Authority controls and Justice judges and interprets the laws.""",https://www.documentonews.gr/article/epithesi-gerapetriti-se-adae-apo-to-vima-tis-voylis-den-einai-kratos-en-kratei/,44912,e10cc87b
18/12/2022,"Police officers from the Cybercrime Division conduct a raid on a house in Kifisia, owned by F. Bitzios, which had not been searched during the investigations of 13 December.",https://linkmix.co/13591786,44913,409f1b38
20/12/2022,"Efimerida ton Syntakton reveals invoices between Ionia Techniki, which had issued fictitious invoices to Krikel worth 5.3 million euros between 2018-2021, and the polling company Marc, which during the ND administration received three direct awards from the Hellenic Broadcasting Corporation (ERT) at a significantly higher price than usual in the market, while being generally considered favourably disposed towards the government.",https://www.efsyn.gr/politiki/kybernisi/371692_ta-timologia-tis-ionias-tehnikis-poy-kaine-ti-marc,44915,e750c4bd
20/12/2022,"Inside Story reveals that T. Telloglou was under surveillance in August 2021 during the major fires in Varympompi, Evia and the Gerania Mountains, which he was covering.",https://insidestory.gr/article/kindynos-gia-tin-ethniki-asfaleia-reportaz-tellogloy-gia-tis-pyrkagies,44915,24463b7d
21/12/2022,"G. Kyrtsos appears at the Athens Court of First Instance Prosecutor's Office to file a lawsuit against the former head of the Greek Intelligence Service (EYP), P. Kontoleontas, prosecutor Vasiliki Vlachou, a police officer and other persons involved in the wiretapping case.",https://www.efsyn.gr/ellada/dikaiosyni/371867_minyseis-kyrtsoy-kata-kontoleonta-blahoy-kai-allon,44916,a023d4bd
21/12/2022,"The plenary of the Authority for Communication Security and Privacy (ADAE) decides to conduct ex officio audits of mobile telephony providers, based on the published surveillance lists from the Greek Intelligence Service (EYP). In the same session, it is decided to grant the request of the Leader of the Opposition to be informed about the lifting of confidentiality concerning persons of increased responsibility. Members Dimitrios Vergados and Georgios Bakalis vote against, opposing the recommendation to carry out the audits.",https://linkmix.co/18977405,44916,15b7ec2e
22/12/2022,"SYRIZA's Transparency Sector publishes documents concerning two licenses for the export of Predator to Madagascar, which explicitly state that it is mobile phone surveillance software.",https://linkmix.co/13597454,44917,d5556dca
23/12/2022,"The plenary of the Authority for Communication Security and Privacy (ADAE) decides to establish an Audit Team, which will visit the premises of telecommunications providers Cosmote, OTE, Vodafone and Wind to audit all their records relating to the lifting of confidentiality of communications of various persons.",https://diavgeia.gov.gr/doc/%CE%A8%CE%A9%CE%91%CE%91%CE%99%CE%941-%CE%93%CE%98%CE%9E?inline=true,44918,7b1dc495
24/12/2022,"Documento reveals that the Greek Intelligence Service (EYP) was using code 519c for the surveillance of the Chief of the Hellenic National Defence General Staff, Konstantinos Floros.",https://www.documentonews.gr/article/stoxos-519c-tis-eyp-o-arxigos-geetha/,44919,68b3a1a8
24/12/2022,"ieidiseis.gr reveals that ""a very close associate of the prime minister and late 'tenant' of the Maximos Mansion contacted the management of the two providers, calling on them not to facilitate the audit for possible wiretaps on phone numbers requested by ADAE, on the grounds that the audits 'will be illegal under the new law'.""",https://linkmix.co/13591653,44919,4df07112
27/12/2022,"A. Tsipras submits a request to the Authority for Communication Security and Privacy (ADAE) to be informed whether six institutional persons were under surveillance: i) K. Hatzidakis (Minister of Labour, former Minister of Energy), ii) K. Floros (Chief of the Hellenic National Defence General Staff), iii) C. Lalousis (Chief of the Hellenic Army General Staff), iv) A. Diakopoulos (former Security Advisor), v) A. Lagios (former head of the General Directorate for Defence Investments and Armaments), vi) Th. Alexopoulos (current head of the General Directorate for Defence Investments and Armaments). ADAE will respond on 24/1, confirming the surveillance of all.",https://linkmix.co/14317960,44922,510f61cb
28/12/2022,A. Loverdos appears at the Authority for Communication Security and Privacy (ADAE) to be informed whether he is under surveillance.,https://www.documentonews.gr/article/kai-o-loverdos-stin-adae-gia-ta-aitia-tis-parakoloythisis-toy/,44923,007d1419
29/12/2022,"G. Smyrlis resigns from the position of Secretary General for International Economic Relations and Extroversion for ""personal reasons"".",https://www.efsyn.gr/politiki/kybernisi/372762_paraitithike-o-giannis-smyrlis-epikaleitai-prosopikoys-logoys,44924,07176837
4/1/2023,"The former Anti-Corruption Prosecutor, Eleni Touloupaki, submits a request to the Authority for Communication Security and Privacy (ADAE) asking to check whether she had been placed under surveillance by the Greek Intelligence Service (EYP) from 2019 until now.",https://linkmix.co/13851900,44930,744b1c0b
5/1/2023,"The publisher of Documento, Kostas Vaxevanis, submits a request to the Authority for Communication Security and Privacy (ADAE) for an audit of his personal phones.",https://www.documentonews.gr/article/aitima-vaxevani-stin-adae-gia-elegxo-ton-tilefonon-toy/,44931,ef8d87d6
10/1/2023,Israeli newspaper Haaretz reveals that a company linked to T. Dilian sold surveillance software to Bangladesh's Ministry of Interior and that Bangladeshi military officials had visited Greece in 2021 and 2022 for training in its use.,https://linkmix.co/13876459,44936,efa50ac6
10/1/2023,"Supreme Court Prosecutor I. Doyiakos publishes an opinion regarding the powers of the Authority for Communication Security and Privacy (ADAE) to inspect telecom providers in the context of the investigation into Greek Intelligence Service (EYP) surveillance. I. Doyiakos opines that only the Three-Member Body (two prosecutors and the ADAE president) can decide on informing citizens and only if the affected citizen requests it, and that ADAE has no competence to handle requests for citizen surveillance. The opinion also refers to a series of criminal provisions in special laws and the Penal Code, which impose penalties of up to ten years imprisonment for those who violate the procedure provided by law, including ADAE.",https://linkmix.co/13876208,44936,98a6013b
10/1/2023,"ADAE President Ch. Rammos, in his response to I. Doyiakos' opinion, states: ""no state body can exercise over [ADAE] any form of preventive control or preventive supervision (...) the contested opinion of the Supreme Court Prosecutor, beyond the fact that legally it produces absolutely no binding effect (as is known, in the Greek legal order only judicial court decisions are binding), blatantly violates the directly constitutionally derived independence of ADAE, which until today had always been respected.""",https://www.efsyn.gr/politiki/373997_skliri-apantisi-toy-proedroy-tis-adae-ston-eisaggelea-toy-areioy-pagoy,44936,6b78175d
11/1/2023,"A statement by 16 Constitutional Law professors is published, expressing their concern about I. Doyiakos' opinion which ""contains a series of serious errors.""",https://www.kathimerini.gr/politics/562224004/dilosi-16-kathigiton-syntagmatikoy-dikaioy/,44937,3cde1d26
12/1/2023,"The Parliament's Conference of Presidents does not decide on the replacement of ADAE members whose terms have expired, despite prior pressure from the government. A 3/5 majority was required to approve the replacement, while New Democracy had only 2 votes.",https://linkmix.co/14193327,44938,6ffef3a5
12/1/2023,"According to Inside Story sources, ""EYP and the prime minister's office knew the countries to which Intellexa or other companies of Tal Dilian exported from Greece, and thanks to these, former EYP director Panagiotis Kontoleon noted that he secured information from '13 countries' (presumably in countries where products of the group had been exported in whole or in part).""",https://insidestory.gr/article/exagoges-kai-ekpaideysi-spyware-me-ti-sfragida-tis-ellinikis-kyvernisis,44938,690c1781
13/1/2023,"The Hellenic Data Protection Authority (HDPA) imposes a fine on Intellexa for non-cooperation. In inspections conducted by the Authority, two months after N. Androulakis' complaint, it found Intellexa's offices in Chalandri empty.",https://www.dpa.gr/sites/default/files/2023-01/2_2023%20anonym.pdf,44939,125bc194
13/1/2023,"The Federation of Independent Authorities Employees (OEAA) issues a press release expressing its ""complete opposition to the formulation of any direct or indirect threat of imposing criminal sanctions on employees of Independent Authorities in the exercise of their duties""",https://www.oeaa.gr/index.php/anakoinwseis/422-13-1-2023,44939,d1101f3b
14/1/2023,"A News247 report reveals that an ADAE team visited twice, during the first ten days of 2023, the largest mobile telephony providers (Cosmote, Vodafone, Wind), where it confirmed the tapping of the phones of six individuals by state intelligence services.",https://www.news247.gr/sunday-edition/oi-exi-stochoi-tis-eyp-kai-to-paraskinio-toy-aytogkol-ntogiakoy.9902901.html,44940,a13c81f7
15/1/2023,"Documento newspaper publishes parts of the EYP report on Chief of General Staff K. Floros. K. Floros is reported to have contacts and collaboration with various businessmen, such as Vardis Vardinoyannis, and is also reported to be purchasing a house worth 1.2 million euros, half of which was paid ""under the table.""",https://www.documentonews.gr/article/h-exeytelistiki-ekthesi-tis-eyp-gia-tin-parakoloythisi-toy-floroy/,44941,5b6907cd
16/1/2023,"By decision of the Government Council for Foreign Affairs and Defense (KYΣEA) under K. Mitsotakis, the extension of K. Floros's term as Chief of the Hellenic National Defence General Staff (GEETHA) for one year is unanimously approved.",https://www.efsyn.gr/politiki/kybernisi/374657_ananeothike-gia-ena-hrono-i-thiteia-toy-arhigoy-geetha,44942,ed6ce478
17/1/2023,"The President of the Authority for Communication Security and Privacy (ADAE), Ch. Rammos, addresses a request to the Minister of Justice to be informed about the procedure provided by the government's law for handling citizens' requests regarding potential surveillance. The next day he will issue a press release clarifying that the letter of 17/1 does not mean that he accepts the limitation of the Authority's competences by the government's law.",https://linkmix.co/14193918,44943,625b484b
17/1/2023,"The President of the Authority for Communication Security and Privacy (ADAE), Ch. Rammos, addresses a request to the President of the Parliamentary Committee on Institutions and Transparency for the committee to convene, in order to brief it on ""matters of public interest, falling within the Authority's competences"". The request will be rejected by the committee president, Ath. Bouras.",https://linkmix.co/14194007,44943,aa7f37c8
19/1/2023,"The Parliamentary Committee on Institutions and Transparency reaches two conclusions regarding the interceptions of the Communist Party of Greece (KKE) telephone exchange: 1) there was malicious interference, dating back to the period of SYRIZA-ANEL governance; 2) with the amendment of the Penal Code in 2019, these specific offences have expired under the statute of limitations.",https://www.kathimerini.gr/politics/562237132/voyli-sygkroysi-me-aformi-to-aitima-rammoy-pros-tin-epitropi-thesmon/,44945,d5c4685f
20/1/2023,"According to Inside Story, the Hellenic Data Protection Authority (ΑΠΔΠΧ) has confirmed that, up to this point, 40 SMS messages with Predator links have been sent to at least 20 mobile phone numbers.",https://insidestory.gr/article/predator-perissoteroi-apo-20-oi-stohoi-toy-stin-ellada-symfona-me-tin-arhi-prostasias,44946,f03b09e8
20/1/2023,"G. Dimitriadis attends the match between Olympiacos and Real Madrid at the Peace and Friendship Stadium, accompanied by 16 police officers. When some fans protest his ostentatious presence, they are summoned to the Athens Police Headquarters (GADA) where they receive instructions and indirect threats from Security and Athletic Violence service officers, to prevent the incident from recurring.",https://linkmix.co/15120610,44946,00ba4681
22/1/2023,"The newspaper Estia reveals that the mobile phones of Dora Bakoyannis, Kostas Bakoyannis and Alexia Bakoyannis had been infected with Predator, as confirmed by a specialized analysis centre in London. The revelation will be confirmed a week later by the newspaper Documento as well.",https://linkmix.co/14317810,44948,552413fe
23/1/2023,"PASOK MP-at-Large Giorgos Kaminis files a lawsuit with the Athens Misdemeanours Prosecutor's Office as a ""victim by reflection"" of surveillance by the Greek intelligence services.",https://www.efsyn.gr/politiki/antipoliteysi/375558_sti-dikaiosyni-gia-emmesi-parakoloythisi-prosfeygei-o-giorgos-kaminis,44949,b92a2506
24/1/2023,"The President of the Authority for Communication Security and Privacy (ADAE), Ch. Rammos, sends a letter to the Speaker of Parliament, the leaders of the parliamentary parties and the Minister of Justice. According to information, the letter responds to a relevant request by A. Tsipras, who had asked the independent Authority to investigate whether a list of persons in critical institutional positions had been placed under surveillance by the Greek Intelligence Service (EYP), and contains qualitative evidence - without naming specific individuals. After receiving the information, N. Androulakis and D. Koutsoumpas call for an emergency convening of the Committee on Institutions and Transparency, while A. Tsipras calls on K. Mitsotakis to resign.",https://linkmix.co/14194699,44950,893c3385
24/1/2023,"The European Parliament's PEGA committee ""concludes that violations and phenomena of poor implementation of EU legislation have occurred in Greece"" and proceeds with ten recommendations, including the need to ensure the independence of the Authority for Communication Security and Privacy (ADAE). During the committee session, an incident occurs between New Democracy MEP Eliza Vozenberg and the committee's rapporteur, Sophie in 't Veld.",https://linkmix.co/14194769,44950,2df5a03a
24/1/2023,"The PEGA Committee of the European Parliament urgently summons the Presidents of ADAE and APDPX, Ch. Rammos and Kostas Menoudakos respectively, for a hearing.",https://www.efsyn.gr/kosmos/eyropi/375792_i-pega-kalei-ektaktos-rammo-kai-menoydako,44950,206e7789
25/1/2023,"A. Tsipras tables a motion of no confidence against the government of K. Mitsotakis regarding the surveillance issue. In his speech, he reveals that ADAE investigations confirmed surveillance by EYP of: i) K. Chatzidakis (Minister of Labour, former Energy Minister), ii) K. Floros (Chief of General Staff), iii) Ch. Lalousis (Chief of Army General Staff), iv) A. Diakopoulos (former Security Advisor), v) A. Lagios (former head of General Directorate of Defence Investments and Armaments), vi) Th. Alexopoulos (current head of General Directorate of Defence Investments and Armaments). According to ADAE data, K. Chatzidakis was under surveillance for 8 months (November 2020-May 2021), while the military officials were under surveillance for nearly two years (June 2020-May 2022).",https://linkmix.co/14213551,44951,95d816e4
25/1/2023,"The leadership of the Hellenic Police (ELAS), during the evaluation process, decides to retire officers who are involved (directly or indirectly) with the surveillance case.",https://www.kathimerini.gr/politics/562246639/nychta-ekkathariseon-stin-el-as/,44951,edeab182
27/1/2023,"The motion of no confidence is defeated, as all 156 MPs of New Democracy voted against it.",https://www.kathimerini.gr/politics/562249615/voyli-metopiki-mitsotaki-tsipra-katapsifistike-i-protasi-dyspistias/,44953,c200a84b
28/1/2023,"Efimerida ton Syntakton reveals that prosecutors Angeliki Triantafyllou and Kostas Spyropoulos, investigating the wiretapping case, ordered a raid on the home of Evangelia (Lina) Katsouda, a close associate of Felix Bitsios for a decade, who in 2021 was registered as an employee of Krikel.",https://www.efsyn.gr/politiki/kybernisi/376304_sfiggei-o-kloios-toy-predator-gia-maximoy,44954,c25726d1
2/2/2023,To Vima reveals that police officers related to those transferred to EYP who conducted wiretaps had been assigned to businessman G. Lavranos.,https://www.tovima.gr/2023/02/02/opinions/ta-syllypitiria-tou-akar-me-oplismena-f-16-sto-aigaio/,44959,c0aa1ad0
9/2/2023,"Inside Story reveals the discrepancies in EYP's classified expenses compared to budgeted amounts: i) in 2020, the budget was 4.7 million euros and 14.4 million was spent; ii) in 2021, the budget was 4.7 million and 25.7 million euros was spent. In total, between 2017-2021, EYP's classified expenses amounted to 71.7 million euros, 42 million of which was spent in the 2020-2021 biennium. Inside Story reveals that of the 42 million spent between 2020-2021, 16 million concerned procurement for software production, while the remaining 26 million covered unknown needs.",https://insidestory.gr/article/aporrito-portofoli-tis-kyvernisis,44966,07cd958c
11/2/2023,"The Financial Crimes Prosecutor's Office extends its investigation into Marc company to include all fake invoices, including those related to G. Lavranos's companies.",https://www.efsyn.gr/politiki/378134_i-ora-tis-dikaiosynis-gia-ta-eikonika-timologia,44968,e036dc12
13/2/2023,Kathimerini reveals that K. Mitsotakis has given instructions for the establishment of an Internal Affairs Unit and a Press and Communications Office within EYP.,https://www.kathimerini.gr/society/562273795/idryetai-tmima-esoterikon-ypotheseon-kai-stin-eyp/,44970,ea6027ec
14/2/2023,"Kathimerini reveals that, according to an ADAE investigation, the SMS sent to trap N. Androulakis's phone with Predator was sent from a call center company based in Thessaloniki. According to the newspaper's information, the sender registered with the call center using a correspondence address from the (highly encrypted) Proton Mail service.",https://linkmix.co/14792073,44971,e2b487bc
15/2/2023,"A debate takes place in the European Parliament on ""The erosion of the Rule of Law in Greece, the wiretapping scandal and freedom of the press"". Among others, N. Androulakis, Commissioner for Economic Stability M. McGuinness, (Vice-President of the European Parliament and SYRIZA MEP) D. Papadimoulis, SYRIZA MEP K. Arvanitis, MEP (elected with New Democracy) G. Kyrtsos and PEGA Committee rapporteur Sophie in 't Veld take the floor. On behalf of the New Democracy Greek Government, which had tried to cancel the debate, MEPs V. Meimarakis, A. M. Asimakopoulou and E. Wohzenberg expressed annoyance about the timing of the debate and about interference in the elections, as well as that the debate is untimely and misguided.",https://linkmix.co/14793071,44972,d06fddbc
18/2/2023,"In an interview on the Antitheseis show on Kriti TV, Dora Bakoyannis admits she changed her phone after reports regarding the wiretapping and Predator, although she did not send her phone for examination.",https://linkmix.co/15121062,44975,9ef30332
18/2/2023,"The Vice-President of the EU Commission, Valdis Dombrovskis, responds to a question from MEP Sophie in 't Veld regarding the export of surveillance software to Sudan, saying that the Commission has communicated with the authorities of Greece and Cyprus to clarify the matter.",https://linkmix.co/15168937,44975,c8389330
20/2/2023,"According to Efimerida ton Syntakton, the Independent Authority for Public Revenue (AADE) has fragmented the audit of the fake invoices related to G. Lavranos's companies between the Audit Centre, the Research and Public Revenue Security Service and a third group of auditors, instead of examining them comprehensively. In the same article, the newspaper publishes an original invoice from Ionia Techniki to Krikel.",https://www.efsyn.gr/politiki/379243_pos-i-aade-methodeyei-ton-entafiasmo-tis-ypothesis-krikel,44977,552de981
22/2/2023,"Intellexa sends an extrajudicial notice against PEGA, challenging the committee's actions.",https://linkmix.co/15121352,44979,b39aafe5
23/2/2023,"According to Inside Story, the Council of State ""does not appear willing to judge whether the law [regarding surveillance], the one that was in force and the one in force after December, is compatible with the Constitution.""",https://insidestory.gr/article/dikaioma-toy-aporritoy-ton-tilepikoinonion-den-prostateyetai,44980,3ea90d62
23/2/2023,"New Democracy MP K. Tzavaras, who had dissented from the government on the issue of surveillance and wiretapping, reveals that he will not be a candidate MP in the upcoming elections.",https://www.libre.gr/2023/02/23/tzavaras-den-tha-eimai-ypopsifios-stis-e/,44980,c64e008b
27/2/2023,"European Union Justice Commissioner Didier Reynders responds to a question regarding the independence of ADAE and the Doyakos opinion: ""Regarding the Prosecutor of the Supreme Court, the Commission recalls, as already noted in the 2022 rule of law report, that the current appointment system for senior judicial positions raises concerns that it is susceptible to potentially strong influence from the executive branch. (...) The General Data Protection Regulation requires national data protection authorities to be independent.""",https://www.efsyn.gr/politiki/380084_anisyhia-gia-tin-anexartisia-tis-dikaiosynis-stin-ellada-ekfrazei-o-epitropos,44984,0540f41f
28/2/2023,"The heads of the Authority for Communication Security and Privacy (ADAE), Ch. Rammos, and the Hellenic Data Protection Authority (HDPA), K. Menoudakos, testify before the PEGA committee. K. Menoudakos reveals that at least 300 Predator SMS messages were sent to approximately 100 people in Greece, while there are indications that it operates in at least two other EU member states. Ch. Rammos said that ADAE has not identified a specific person who has been affected by both Predator and the lifting of confidentiality (by EYP), although he did not rule it out, while he also revealed that every day there are at least ten complaints to ADAE regarding the monitoring of communications.",https://linkmix.co/15121824,44985,31a165b4
28/2/2023,"A bill from the Ministry of Justice is published in the Government Gazette, which limits the operation of the European Public Prosecutor's Office, preventing the investigation of cases involving funds characterized as ""classified"".",https://linkmix.co/15121972,44985,2d53c38f
7/3/2023,"The Council of Europe's annual report on Promoting Protection of Journalism and Safety of Journalists makes extensive reference to incidents of journalists' surveillance in Greece and states, among other things: ""the surveillance of journalists' communications constitutes an unprecedented threat to press freedom, seriously weakens the protection of sources and privacy, undermines journalistic investigations and creates a chilling effect for whistleblowers and other journalistic sources.""",https://linkmix.co/15617579,44992,abc07b8f
7/3/2023,"The Legal Council of the State issues an opinion that ""tax confidentiality of Intellexa does not apply vis-à-vis the Hellenic Data Protection Authority (DPA),"" to which the DPA had turned after the Public Revenue Authority refused to transmit tax data of the company.",https://linkmix.co/17235351,44992,77de049f
8/3/2023,"The European Parliament's LIBE committee holds a press conference, where it expresses serious concerns about the rule of law in Greece, making references among other things to the wiretapping cases and the problems faced by independent authorities.",https://linkmix.co/15617639,44993,42aa8b55
16/3/2023,"The CIVICUS Monitor, an ongoing research collaboration between the global civil society alliance CIVICUS and more than 20 research organizations, publishes its annual report for 2022 on democratic rights and freedoms. The report expresses serious concerns about the situation in Greece, referring to the surveillance of Th. Koukakis and other journalists and politicians.",https://www.efsyn.gr/ellada/koinonia/382222_katrakyla-tis-elladas-sta-dimokratika-dikaiomata-stin-ekthesi-toy-civicus,45001,cf3993de
20/3/2023,"Documento and the New York Times reveal that Artemis Seaford was being monitored by both the Greek Intelligence Service (EYP) and Predator, while she was still working at Meta (Facebook). According to the articles, the Predator infection occurred in September 2021, via an SMS referencing the vaccination system, five hours after she had scheduled an appointment for her third vaccination and containing details of the appointment. The infection was confirmed after a Citizen Lab examination of her phone, after her name had been published on a Documento list. Artemis Seaford is the first confirmed US citizen to have been monitored via Predator in the EU. Regarding the surveillance by EYP, this is confirmed by an examination by the Authority for Communication Security and Privacy (ADAE) and covers a period from August 2021 (before the Predator infection) and several months of 2022.",https://linkmix.co/15617900,45005,3016f966
22/3/2023,"In an interview with the Hellenic Broadcasting Corporation (ERT), N. Androulakis reveals that K. Mitsotakis had asked him to vote in favour of changing the members and president of the DPA. The request had been made at the reception at the Presidential Mansion, two days before N. Androulakis filed his lawsuit and after he had been informed about the attempt to entrap him via Predator.",https://linkmix.co/15618151,45007,9669d1db
22/3/2023,"A US State Department report makes extensive reference to the surveillance of journalists and politicians, among other descriptions of human rights violations in Greece.",https://linkmix.co/15618567,45007,2d987d56
22/3/2023,"According to Channel 12 and the Times of Israel newspaper, Greek ministers and diplomats had multiple meetings with Israeli technology entrepreneurs, offering them tax breaks, fast-track citizenship procedures and construction of infrastructure for them and their families in Greece.",https://linkmix.co/15619141,45007,c1c99d92
24/3/2023,"Efimerida ton Syntakton (Newspaper of the Editors) reveals a lawsuit by F. Bitzios' ex-wife, Ira Maria Schneider, against him, in which she states that ""the defendant was centrally involved in the wiretapping scandal.""",https://www.efsyn.gr/politiki/383225_protagonistis-toy-skandaloy-ton-ypoklopon-o-felix-mpitzios,45009,6a52f800
